brand,model,submodel,year,age,mileage,mileage_per_year,mileage_missing,gear,engine,color,price,priceType,sourceName,sourceType,sourceUrl,externalId,dateRecorded,created_at,updated_at,id
ORA,GOOD CAT,GOOD CAT EV 400 PRO,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,313500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20507
TOYOTA,ALPHARD,3.5 V MNC,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,811500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15767
TOYOTA,ALPHARD,3.5 V MNC,2015,10,109000,10900,1,UNKNOWN,UNKNOWN,UNKNOWN,895500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15764
ISUZU,D-MAX,1.9 S CAB 4,2020,5,45625,9125,0,MANUAL,1900CC,WHITE,372000,UNKNOWN,UNKNOWN,UNKNOWN,,X1FBK257|ลำดับที่ 1048,10/27/2025,11/27/2025 13:35,11/27/2025 13:35,15577
TOYOTA,ALPHARD,3.5 VIP,2018,7,130019,18574.14286,1,UNKNOWN,UNKNOWN,UNKNOWN,2023000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15755
BMW,SERIES 5,UNKNOWN,2015,10,99000,9900,0,AUTO,UNKNOWN,ขาว,818000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1089
NISSAN,ALMERA,UNKNOWN,2015,10,126000,12600,0,AUTO,UNKNOWN,ขาว,179000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1090
BMW,X1,UNKNOWN,2014,11,126540,11503.63636,0,AUTO,UNKNOWN,เทา,359000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1572
TOYOTA,ALPHARD,3.5 VIP,2019,6,148471,24745.16667,1,UNKNOWN,UNKNOWN,UNKNOWN,2231500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15751
HONDA,ACCORD,EL,2019,6,115297,19216.16667,1,AT,UNKNOWN,UNKNOWN,491000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16598
BENZ,E-CLASS,UNKNOWN,2005,20,73000,3650,0,AUTO,UNKNOWN,บรอนซ์เงิน,330000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1346
HONDA,CITY,V,2012,13,81000,6230.769231,1,AT,UNKNOWN,UNKNOWN,146500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16707
BENZ,C-CLASS,UNKNOWN,2006,19,90000,4736.842105,0,AUTO,UNKNOWN,บรอนซ์ทอง,229000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1529
TOYOTA,ALPHARD,3.5 VIP,2020,5,40000,8000,1,UNKNOWN,UNKNOWN,UNKNOWN,2350500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15749
HONDA,ACCORD,EL,2013,12,190710,15892.5,1,UNKNOWN,UNKNOWN,UNKNOWN,214500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16629
TOYOTA,ALPHARD,3.5 VIP,2021,4,140000,35000,1,UNKNOWN,UNKNOWN,UNKNOWN,2638000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15746
TOYOTA,ALPHARD,3.5 VIP (MNC),2022,3,40000,13333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,2877000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15744
TOYOTA,ALPHARD,UNKNOWN,2013,12,73000,6083.333333,0,AUTO,UNKNOWN,บรอนซ์เงิน,795000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1004
NISSAN,MARCH,UNKNOWN,2018,7,63680,9097.142857,0,AUTO,UNKNOWN,RED,238000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1102
HONDA,ACCORD,EL,2014,11,170000,15454.54545,1,AT,UNKNOWN,UNKNOWN,281500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16623
CHEVROLET,OPTRA,1.6,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,76500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18617
HONDA,ACCORD,EL,2015,10,136620,13662,1,AT,UNKNOWN,UNKNOWN,328500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16618
TOYOTA,ALPHARD,UNKNOWN,2015,10,48000,4800,0,AUTO,UNKNOWN,ดำ,2590000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1009
MINI,COUNTRYMAN,UNKNOWN,2021,4,41000,10250,0,AUTO,UNKNOWN,GREEN,1190000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1109
HONDA,ACCORD,HYBRID,2015,10,136620,13662,1,UNKNOWN,UNKNOWN,UNKNOWN,300500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16619
MG,3,UNKNOWN,2016,9,100000,11111.11111,0,AUTO,UNKNOWN,YELLOW,155000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1111
TOYOTA,ALPHARD,UNKNOWN,2016,9,180000,20000,0,AUTO,UNKNOWN,ขาว,1465000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,975
TOYOTA,ALPHARD,UNKNOWN,2017,8,79000,9875,0,AUTO,UNKNOWN,ดำ,1698000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1083
BMW,SERIES 5,UNKNOWN,2001,24,220212,9175.5,0,AUTO,UNKNOWN,เทา,179000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1116
TOYOTA,ALPHARD,UNKNOWN,2017,8,82953,10369.125,0,AUTO,UNKNOWN,ขาว,1790000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1264
TOYOTA,ALPHARD,UNKNOWN,2017,8,67000,8375,0,AUTO,UNKNOWN,ขาว,1790000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1623
MITSUBISHI,PAJERO,UNKNOWN,2012,13,183000,14076.92308,0,AUTO,UNKNOWN,ดำ,329000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1120
TOYOTA,ALPHARD,UNKNOWN,2018,7,120000,17142.85714,0,AUTO,UNKNOWN,ขาว,1990000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1035
TOYOTA,ALPHARD,UNKNOWN,2018,7,130019,18574.14286,0,AUTO,UNKNOWN,ดำ,2139000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1142
TOYOTA,ALPHARD,UNKNOWN,2020,5,40000,8000,0,AUTO,UNKNOWN,ขาว,2420000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1344
HONDA,ACCORD,HYBRID,2016,9,230000,25555.55556,1,UNKNOWN,UNKNOWN,UNKNOWN,377000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16614
TOYOTA,ALPHARD,UNKNOWN,2021,4,65550,16387.5,0,AUTO,UNKNOWN,ขาว,2490000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1545
BENZ,CLS-CLASS,CLS350,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,605500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18917
BENZ,GLA-CLASS,UNKNOWN,2015,10,146000,14600,0,AUTO,UNKNOWN,เทา,548000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1128
HYUNDAI,CRETA,1.5 SE,2022,3,61581,20527,1,UNKNOWN,UNKNOWN,UNKNOWN,442500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19819
ORA,GOOD CAT,GOOD CAT EV 400 TECH,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,285000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20508
BENZ,GLE-CLASS,UNKNOWN,2022,3,135000,45000,0,AUTO,UNKNOWN,ดำ,2398000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1131
NISSAN,NAVARA,UNKNOWN,2013,12,150000,12500,0,MANUAL,UNKNOWN,ขาว,150000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1134
TOYOTA,ALPHARD,UNKNOWN,2021,4,140000,35000,0,AUTO,UNKNOWN,ขาว,2090000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1863
TOYOTA,ALPHARD,UNKNOWN,2022,3,50000,16666.66667,0,AUTO,UNKNOWN,ดำ,2550000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1006
BENZ,C-CLASS,C200,2010,15,100000,6666.666667,1,AT,UNKNOWN,UNKNOWN,232000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18745
TOYOTA,ALPHARD,UNKNOWN,2022,3,50000,16666.66667,0,AUTO,UNKNOWN,ดำ,2590000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1081
MAZDA,BT-50,E,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,237000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17976
FORD,ECOSPORT,TITANIUM,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,223000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18142
TOYOTA,ALPHARD,UNKNOWN,2022,3,21000,7000,0,AUTO,UNKNOWN,ขาว,2550000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1136
TOYOTA,ALPHARD,UNKNOWN,2022,3,40000,13333.33333,0,AUTO,UNKNOWN,ดำ,2689000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1541
MG,ZS,UNKNOWN,2022,3,42000,14000,0,AUTO,UNKNOWN,ขาว,399000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1144
ORA,GOOD CAT,GOOD CAT EV 500 ULTRA,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,361000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20509
TOYOTA,ALPHARD,UNKNOWN,2022,3,6000,2000,0,AUTO,UNKNOWN,ดำ,2790000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1611
HYUNDAI,CRETA,1.5 SEL,2022,3,61581,20527,1,UNKNOWN,UNKNOWN,UNKNOWN,474000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19820
MG,ZS,UNKNOWN,2021,4,42000,10500,0,AUTO,UNKNOWN,ดำ,369000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1148
BMW,SERIES 3,318i,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,210000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19033
TOYOTA,ALPHARD,UNKNOWN,2023,2,87000,43500,0,AUTO,UNKNOWN,ขาว,2098000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,974
TOYOTA,ALPHARD,UNKNOWN,2023,2,5831,2915.5,0,AUTO,UNKNOWN,ขาว,2798000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1458
HONDA,ACCORD,HYBRID,2017,8,100000,12500,1,AT,UNKNOWN,UNKNOWN,469500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16609
TOYOTA,ALPHARD,UNKNOWN,2023,2,20000,10000,0,AUTO,UNKNOWN,ดำ,2790000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1583
MAZDA,BT-50,E,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,265000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17969
BENZ,C-CLASS,C200,2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,237000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18743
TOYOTA,ALPHARD,UNKNOWN,2023,2,32000,16000,0,AUTO,UNKNOWN,ขาว,2799000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1631
NISSAN,X-TRAIL,UNKNOWN,2015,10,40000,4000,0,AUTO,UNKNOWN,RED,419000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1157
HONDA,ACCORD,HYBRID,2018,7,103612,14801.71429,1,AT,UNKNOWN,UNKNOWN,481000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16604
HYUNDAI,CRETA,UNKNOWN,2022,3,61581,20527,0,AUTO,UNKNOWN,ขาว,699000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1113
TOYOTA,AVANZA,1.5 E,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,173000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15794
MINI,COUNTRYMAN,UNKNOWN,2018,7,61000,8714.285714,0,AUTO,UNKNOWN,RED,899000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1162
HONDA,ACCORD,HYBRID,2019,6,115297,19216.16667,1,UNKNOWN,UNKNOWN,UNKNOWN,531000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16599
BMW,SERIES 5,UNKNOWN,2012,13,135000,10384.61538,0,AUTO,UNKNOWN,เทา,1190000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1164
BENZ,E-CLASS,UNKNOWN,2006,19,190000,10000,0,AUTO,UNKNOWN,บรอนซ์เงิน,349000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1797
ORA,LONG RANGE,GOOD CAT EV 400 PRO,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,321500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20510
BENZ,CLS-CLASS,CLS350,2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,652500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18916
MINI,COUNTRYMAN,UNKNOWN,2022,3,91529,30509.66667,0,AUTO,UNKNOWN,RED,1059000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1168
BENZ,S-CLASS,UNKNOWN,1997,28,190000,6785.714286,0,AUTO,UNKNOWN,บรอนซ์เงิน,188000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1169
BENZ,E-CLASS,E230,2007,18,100000,5555.555556,1,AT,UNKNOWN,UNKNOWN,445000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18968
MITSUBISHI,PAJERO,UNKNOWN,2016,9,80224,8913.777778,0,AUTO,UNKNOWN,เทา,549000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1175
BENTLEY,FLYING SPUR,UNKNOWN,2022,3,30000,10000,0,AUTO,UNKNOWN,เทา,11890000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1176
LAND ROVER,FREELANDER,UNKNOWN,2005,20,102100,5105,0,AUTO,UNKNOWN,GREEN,399000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1177
ORA,LONG RANGE,GOOD CAT EV 400 TECH,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,294500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20511
BENZ,E-CLASS,E240,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,408000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18969
BMW,SERIES 3,318i,2011,14,100000,7142.857143,1,AT,UNKNOWN,UNKNOWN,254000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19032
BENZ,S-CLASS,UNKNOWN,2007,18,108000,6000,0,AUTO,UNKNOWN,บรอนซ์เงิน,899000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1181
TOYOTA,AVANZA,1.5 E (MNC),2016,9,100000,11111.11111,1,AT,UNKNOWN,UNKNOWN,208500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15790
ORA,LONG RANGE,GOOD CAT EV 500 ULTRA,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,375000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20512
HONDA,ACCORD,HYBRID,2020,5,91622,18324.4,1,UNKNOWN,UNKNOWN,UNKNOWN,669000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16595
TOYOTA,AVANZA,1.5 E (MNC),2017,8,100000,12500,1,AT,UNKNOWN,UNKNOWN,228000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15786
MITSUBISHI,PAJERO,UNKNOWN,2011,14,178000,12714.28571,0,AUTO,UNKNOWN,ขาว,309000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1186
HONDA,ACCORD,HYBRID,2021,4,101572,25393,1,UNKNOWN,UNKNOWN,UNKNOWN,732000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16592
HONDA,ACCORD,HYBRID TECH,2015,10,136620,13662,1,AT,UNKNOWN,UNKNOWN,359500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16620
TOYOTA,AVANZA,1.5 E (MNC),2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,245000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15782
NISSAN,SYLPHY,UNKNOWN,2017,8,204408,25551,0,AUTO,UNKNOWN,เทา,209000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1190
TOYOTA,AVANZA,1.5 E (MNC),2019,6,100000,16666.66667,1,UNKNOWN,UNKNOWN,UNKNOWN,274500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15777
FORD,ECOSPORT,TITANIUM,2014,11,100000,9090.909091,1,AT,UNKNOWN,UNKNOWN,226500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18137
TOYOTA,AVANZA,1.5 E MAN,2013,12,100000,8333.333333,1,MT,UNKNOWN,UNKNOWN,127000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15662
ORA,LONG RANGE,GOOD CAT EV GT,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,551500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20513
MINI,COUNTRYMAN,UNKNOWN,2013,12,180000,15000,0,AUTO,UNKNOWN,น้ำตาล,390000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1195
BENZ,E-CLASS,E280,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,455000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18983
TOYOTA,AVANZA,1.5 E MAN,2013,12,100000,8333.333333,1,MT,UNKNOWN,UNKNOWN,127000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15804
HONDA,ACCORD,HYBRID TECH,2016,9,230000,25555.55556,1,UNKNOWN,UNKNOWN,UNKNOWN,399000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16615
CHEVROLET,COLORADO,C-CAB 2.5,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,503500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18486
PORSCHE,CAYENNE,UNKNOWN,2012,13,104000,8000,0,AUTO,UNKNOWN,ขาว,1139000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1201
BMW,SERIES 5,UNKNOWN,2015,10,160000,16000,0,AUTO,UNKNOWN,ขาว,799000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1202
HONDA,ACCORD,HYBRID TECH,2017,8,100000,12500,1,AT,UNKNOWN,UNKNOWN,476000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,16610
BENZ,VITO,UNKNOWN,2007,18,150000,8333.333333,0,AUTO,UNKNOWN,บรอนซ์เงิน,359000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1205
TOYOTA,AVANZA,1.5 E MAN,2014,11,100000,9090.909091,1,MT,UNKNOWN,UNKNOWN,136500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15799
TOYOTA,AVANZA,1.5 E MAN,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,163000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15795
ORA,LONG RANGE,GOOD CAT EV 400 PRO,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,313500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,20514
BENZ,B-CLASS,UNKNOWN,2013,12,63310,5275.833333,0,AUTO,UNKNOWN,บรอนซ์เงิน,599000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1209
MAZDA,BT-50,SP,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,534500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17970
MAZDA,BT-50,SP,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,519000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17977
BENZ,SPRINTER,UNKNOWN,2017,8,74000,9250,0,AUTO,UNKNOWN,เทา,1990000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1212
BMW,X3,UNKNOWN,2019,6,240000,40000,0,AUTO,UNKNOWN,ขาว,999000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1029
TOYOTA,AVANZA,1.5 E MAN,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,195000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,15791
HYUNDAI,ELANTRA,1.8 E,2012,13,100000,7692.307692,1,AT,UNKNOWN,UNKNOWN,139000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19841
BENZ,C-CLASS,C200,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,248000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18746
NISSAN,X-TRAIL,UNKNOWN,2017,8,69000,8625,0,AUTO,UNKNOWN,ดำ,429000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1217
BENZ,C-CLASS,C230,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,256500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18789
